Category,Year,Title,Venue,PDF,File
fl in top ai conference and journal,2023,FedGS: Federated Graph-based Sampling with Arbitrary Client Availability,AAAI,https://arxiv.org/pdf/2211.13975.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2023_FedGS: Federated Graph-based Sampling with Arbitrary Client Availability.pdf
fl in top ai conference and journal,2023,Incentive-boosted Federated Crowdsourcing,AAAI,https://arxiv.org/pdf/2211.14439.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2023_Incentive-boosted Federated Crowdsourcing.pdf
fl in top ai conference and journal,2022,FLIX: A Simple and Communication-Efficient Alternative to Local Methods in Federated Learning,AISTATS,https://arxiv.org/pdf/2111.11556.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_FLIX: A Simple and Communication-Efficient Alternative to Local Methods in Federated Learn.pdf
fl in top ai conference and journal,2022,Sharp Bounds for Federated Averaging (Local SGD) and Continuous Perspective.,AISTATS,https://arxiv.org/pdf/2111.03741.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Sharp Bounds for Federated Averaging (Local SGD) and Continuous Perspective..pdf
fl in top ai conference and journal,2022,Federated Myopic Community Detection with One-shot Communication,AISTATS,https://arxiv.org/pdf/2106.07255.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Federated Myopic Community Detection with One-shot Communication.pdf
fl in top ai conference and journal,2022,Asynchronous Upper Confidence Bound Algorithms for Federated Linear Bandits.,AISTATS,https://arxiv.org/pdf/2110.01463.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Asynchronous Upper Confidence Bound Algorithms for Federated Linear Bandits..pdf
fl in top ai conference and journal,2022,Towards Federated Bayesian Network Structure Learning with Continuous Optimization.,AISTATS,https://arxiv.org/pdf/2110.09356.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Towards Federated Bayesian Network Structure Learning with Continuous Optimization..pdf
fl in top ai conference and journal,2022,Federated Learning with Buffered Asynchronous Aggregation,AISTATS,https://arxiv.org/pdf/2106.06639.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Federated Learning with Buffered Asynchronous Aggregation.pdf
fl in top ai conference and journal,2022,Differentially Private Federated Learning on Heterogeneous Data.,AISTATS,https://arxiv.org/pdf/2111.09278.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Differentially Private Federated Learning on Heterogeneous Data..pdf
fl in top ai conference and journal,2022,SparseFed: Mitigating Model Poisoning Attacks in Federated Learning with Sparsification,AISTATS,https://arxiv.org/pdf/2112.06274.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_SparseFed: Mitigating Model Poisoning Attacks in Federated Learning with Sparsification.pdf
fl in top ai conference and journal,2022,Basis Matters: Better Communication-Efficient Second Order Methods for Federated Learning,AISTATS,https://arxiv.org/pdf/2111.01847.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Basis Matters: Better Communication-Efficient Second Order Methods for Federated Learning.pdf
fl in top ai conference and journal,2022,Federated Functional Gradient Boosting.,AISTATS,https://arxiv.org/pdf/2103.06972.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Federated Functional Gradient Boosting..pdf
fl in top ai conference and journal,2022,QLSD: Quantised Langevin Stochastic Dynamics for Bayesian Federated Learning.,AISTATS,https://arxiv.org/pdf/2106.00797.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_QLSD: Quantised Langevin Stochastic Dynamics for Bayesian Federated Learning..pdf
fl in top ai conference and journal,2022,Personalized Federated Learning With a Graph,IJCAI,https://arxiv.org/pdf/2203.00829.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Personalized Federated Learning With a Graph.pdf
fl in top ai conference and journal,2022,Vertically Federated Graph Neural Network for Privacy-Preserving Node Classification,IJCAI,https://arxiv.org/pdf/2005.11903.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Vertically Federated Graph Neural Network for Privacy-Preserving Node Classification.pdf
fl in top ai conference and journal,2022,Adapt to Adaptation: Learning Personalization for Cross-Silo Federated Learning,IJCAI,https://arxiv.org/pdf/2110.08394.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Adapt to Adaptation: Learning Personalization for Cross-Silo Federated Learning.pdf
fl in top ai conference and journal,2022,Heterogeneous Ensemble Knowledge Transfer for Training Large Models in Federated Learning,IJCAI,https://arxiv.org/pdf/2204.12703.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Heterogeneous Ensemble Knowledge Transfer for Training Large Models in Federated Learning.pdf
fl in top ai conference and journal,2022,Federated Learning on Heterogeneous and Long-Tailed Data via Classifier Re-Training with Federated Features,IJCAI,https://arxiv.org/pdf/2204.13399.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Federated Learning on Heterogeneous and Long-Tailed Data via Classifier Re-Training with F.pdf
fl in top ai conference and journal,2022,Personalized Federated Learning with Contextualized Generalization.,IJCAI,https://arxiv.org/pdf/2106.13044.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Personalized Federated Learning with Contextualized Generalization..pdf
fl in top ai conference and journal,2022,Shielding Federated Learning: Robust Aggregation with Adaptive Client Selection.,IJCAI,https://arxiv.org/pdf/2204.13256.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Shielding Federated Learning: Robust Aggregation with Adaptive Client Selection..pdf
fl in top ai conference and journal,2022,FedCG: Leverage Conditional GAN for Protecting Privacy and Maintaining Competitive Performance in Federated Learning,IJCAI,https://arxiv.org/pdf/2111.08211.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_FedCG: Leverage Conditional GAN for Protecting Privacy and Maintaining Competitive Perform.pdf
fl in top ai conference and journal,2022,FedDUAP: Federated Learning with Dynamic Update and Adaptive Pruning Using Shared Data on the Server.,IJCAI,https://arxiv.org/pdf/2204.11536.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_FedDUAP: Federated Learning with Dynamic Update and Adaptive Pruning Using Shared Data on .pdf
fl in top ai conference and journal,2022,Towards Verifiable Federated Learning **`surv.`**,IJCAI,https://arxiv.org/pdf/2202.08310.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Towards Verifiable Federated Learning `surv.`.pdf
fl in top ai conference and journal,2022,HarmoFL: Harmonizing Local and Global Drifts in Federated Learning on Heterogeneous Medical Images,AAAI,https://arxiv.org/pdf/2112.10775.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_HarmoFL: Harmonizing Local and Global Drifts in Federated Learning on Heterogeneous Medica.pdf
fl in top ai conference and journal,2022,Federated Learning for Face Recognition with Gradient Correction,AAAI,https://arxiv.org/pdf/2112.07246.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Federated Learning for Face Recognition with Gradient Correction.pdf
fl in top ai conference and journal,2022,SpreadGNN: Decentralized Multi-Task Federated Learning for Graph Neural Networks on Molecular Data,AAAI,https://arxiv.org/pdf/2106.02743.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_SpreadGNN: Decentralized Multi-Task Federated Learning for Graph Neural Networks on Molecu.pdf
fl in top ai conference and journal,2022,Bridging between Cognitive Processing Signals and Linguistic Features via a Unified Attentional Network,AAAI,https://arxiv.org/pdf/2112.08831.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Bridging between Cognitive Processing Signals and Linguistic Features via a Unified Attent.pdf
fl in top ai conference and journal,2022,Seizing Critical Learning Periods in Federated Learning,AAAI,https://arxiv.org/pdf/2109.05613.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Seizing Critical Learning Periods in Federated Learning.pdf
fl in top ai conference and journal,2022,Coordinating Momenta for Cross-silo Federated Learning,AAAI,https://arxiv.org/pdf/2102.03970.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Coordinating Momenta for Cross-silo Federated Learning.pdf
fl in top ai conference and journal,2022,FedProto: Federated Prototype Learning over Heterogeneous Devices,AAAI,https://arxiv.org/pdf/2105.00243.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_FedProto: Federated Prototype Learning over Heterogeneous Devices.pdf
fl in top ai conference and journal,2022,FedSoft: Soft Clustered Federated Learning with Proximal Local Updating,AAAI,https://arxiv.org/pdf/2112.06053.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_FedSoft: Soft Clustered Federated Learning with Proximal Local Updating.pdf
fl in top ai conference and journal,2022,"Federated Dynamic Sparse Training: Computing Less, Communicating Less, Yet Learning Better",AAAI,https://arxiv.org/pdf/2112.09824.pdf,"AwesomeFL_PDF/fl in top ai conference and journal/2022_Federated Dynamic Sparse Training: Computing Less, Communicating Less, Yet Learning Better.pdf"
fl in top ai conference and journal,2022,FedFR: Joint Optimization Federated Framework for Generic and Personalized Face Recognition,AAAI,https://arxiv.org/pdf/2112.12496.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_FedFR: Joint Optimization Federated Framework for Generic and Personalized Face Recognitio.pdf
fl in top ai conference and journal,2022,SplitFed: When Federated Learning Meets Split Learning,AAAI,https://arxiv.org/pdf/2004.12088.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_SplitFed: When Federated Learning Meets Split Learning.pdf
fl in top ai conference and journal,2022,Efficient Device Scheduling with Multi-Job Federated Learning,AAAI,https://arxiv.org/pdf/2112.05928.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Efficient Device Scheduling with Multi-Job Federated Learning.pdf
fl in top ai conference and journal,2022,Implicit Gradient Alignment in Distributed and Federated Learning,AAAI,https://arxiv.org/pdf/2106.13897.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Implicit Gradient Alignment in Distributed and Federated Learning.pdf
fl in top ai conference and journal,2022,Federated Nearest Neighbor Classification with a Colony of Fruit-Flies,AAAI,https://arxiv.org/pdf/2112.07157.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2022_Federated Nearest Neighbor Classification with a Colony of Fruit-Flies.pdf
fl in top ai conference and journal,2022,"Iterated Vector Fields and Conservatism, with Applications to Federated Learning.",ALT,https://arxiv.org/pdf/2109.03973.pdf,"AwesomeFL_PDF/fl in top ai conference and journal/2022_Iterated Vector Fields and Conservatism, with Applications to Federated Learning..pdf"
fl in top ai conference and journal,2021,Federated Learning with Sparsification-Amplified Privacy and Adaptive Optimization,IJCAI,https://arxiv.org/pdf/2008.01558.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Federated Learning with Sparsification-Amplified Privacy and Adaptive Optimization.pdf
fl in top ai conference and journal,2021,Behavior Mimics Distribution: Combining Individual and Group Behaviors for Federated Learning,IJCAI,https://arxiv.org/pdf/2106.12300.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Behavior Mimics Distribution: Combining Individual and Group Behaviors for Federated Learn.pdf
fl in top ai conference and journal,2021,FedSpeech: Federated Text-to-Speech with Continual Learning,IJCAI,https://arxiv.org/pdf/2110.07216.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_FedSpeech: Federated Text-to-Speech with Continual Learning.pdf
fl in top ai conference and journal,2021,Practical One-Shot Federated Learning for Cross-Silo Setting,IJCAI,https://arxiv.org/pdf/2010.01017.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Practical One-Shot Federated Learning for Cross-Silo Setting.pdf
fl in top ai conference and journal,2021,Federated Model Distillation with Noise-Free Differential Privacy,IJCAI,https://arxiv.org/pdf/2202.08310.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Federated Model Distillation with Noise-Free Differential Privacy.pdf
fl in top ai conference and journal,2021,LDP-FL: Practical Private Aggregation in Federated Learning with Local Differential Privacy,IJCAI,https://arxiv.org/pdf/2007.15789.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_LDP-FL: Practical Private Aggregation in Federated Learning with Local Differential Privac.pdf
fl in top ai conference and journal,2021,Federated Learning with Fair Averaging. :fire:,IJCAI,https://arxiv.org/pdf/2104.14937.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Federated Learning with Fair Averaging. :fire:.pdf
fl in top ai conference and journal,2021,H-FL: A Hierarchical Communication-Efficient and Privacy-Protected Architecture for Federated Learning.,IJCAI,https://arxiv.org/pdf/2106.00275.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_H-FL: A Hierarchical Communication-Efficient and Privacy-Protected Architecture for Federa.pdf
fl in top ai conference and journal,2021,Secure Bilevel Asynchronous Vertical Federated Learning with Backward Updating,AAAI,https://arxiv.org/pdf/2103.00958.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Secure Bilevel Asynchronous Vertical Federated Learning with Backward Updating.pdf
fl in top ai conference and journal,2021,Federated Multi-Armed Bandits,AAAI,https://arxiv.org/pdf/2101.12204.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Federated Multi-Armed Bandits.pdf
fl in top ai conference and journal,2021,FLAME: Differentially Private Federated Learning in the Shuffle Model,AAAI,https://arxiv.org/pdf/2009.08063.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_FLAME: Differentially Private Federated Learning in the Shuffle Model.pdf
fl in top ai conference and journal,2021,Toward Understanding the Influence of Individual Clients in Federated Learning,AAAI,https://arxiv.org/pdf/2012.10936.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Toward Understanding the Influence of Individual Clients in Federated Learning.pdf
fl in top ai conference and journal,2021,Provably Secure Federated Learning against Malicious Clients,AAAI,https://arxiv.org/pdf/2102.01854.pdf,AwesomeFL_PDF/fl in top ai conference and journal/2021_Provably Secure Federated Learning against Malicious Clients.pdf
